"JURISDICTION","YEAR","POPULATION","MURDER","RAPE","ROBBERY","AGG. ASSAULT","B & E","LARCENY THEFT","M/V THEFT","GRAND TOTAL","PERCENT CHANGE","VIOLENT CRIME TOTAL","VIOLENT CRIME PERCENT","VIOLENT CRIME PERCENT CHANGE","PROPERTY CRIME TOTALS","PROPERTY CRIME PERCENT","PROPERTY CRIME PERCENT CHANGE","OVERALL CRIME RATE PER 100,000 PEOPLE","OVERALL PERCENT CHANGE PER 100,000 PEOPLE","VIOLENT CRIME RATE PER 100,000 PEOPLE","VIOLENT CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","PROPERTY CRIME RATE PER 100,000 PEOPLE","PROPERTY CRIME RATE PERCENT CHANGE PER 100,000 PEOPLE","MURDER PER 100,000 PEOPLE","RAPE PER 100,000 PEOPLE","ROBBERY PER 100,000 PEOPLE","AGG. ASSAULT PER 100,000 PEOPLE","B & E PER 100,000 PEOPLE","LARCENY THEFT PER 100,000 PEOPLE","M/V THEFT PER 100,000 PEOPLE","MURDER  RATE PERCENT CHANGE PER 100,000 PEOPLE","RAPE RATE PERCENT CHANGE PER 100,000 PEOPLE","ROBBERY RATE PERCENT CHANGE PER 100,000 PEOPLE","AGG. ASSAULT  RATE PERCENT CHANGE PER 100,000 PEOPLE","B & E RATE PERCENT CHANGE PER 100,000 PEOPLE","LARCENY THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE","M/V THEFT  RATE PERCENT CHANGE PER 100,000 PEOPLE"
"Talbot County","2006","35,781","0","9","31","76","186","717","35","1,054","5.3%","116","11%","-5.7%","938","89%","6.8%","2,945.7","3.8%","324.2","-7%","2,621.5","5.3%","0","25.2","86.6","212.4","519.8","2,003.9","97.8","-100%","-11.3%","13.2%","-9.7%","8.5%","3.5%","32.7%"
"Talbot County","2007","36,063","0","7","29","76","174","755","37","1,078","2.3%","112","10.4%","-3.4%","966","89.6%","3%","2,989.2","1.5%","310.6","-4.2%","2,678.6","2.2%","0","19.4","80.4","210.7","482.5","2,093.6","102.6","0%","-22.8%","-7.2%","-0.8%","-7.2%","4.5%","4.9%"
"Talbot County","2008","36,232","2","13","34","109","211","798","46","1,213","12.5%","158","13%","41.1%","1,055","87%","9.2%","3,347.9","12%","436.1","40.4%","2,911.8","8.7%","5.5","35.9","93.8","300.8","582.4","2,202.5","127","552%","84.8%","16.7%","42.8%","20.7%","5.2%","23.7%"
"Talbot County","2009","36,662","1","5","23","57","229","728","19","1,062","-12.4%","86","8.1%","-45.6%","976","91.9%","-7.5%","2,896.7","-13.5%","234.6","-46.2%","2,662.2","-8.6%","2.7","13.6","62.7","155.5","624.6","1,985.7","51.8","-50.6%","-62%","-33.1%","-48.3%","7.3%","-9.8%","-59.2%"
"Talbot County","2010","36,717","2","7","18","54","175","680","22","958","-9.8%","81","8.5%","-5.8%","877","91.5%","-10.1%","2,609.1","-9.9%","220.6","-6%","2,388.5","-10.3%","5.4","19.1","49","147.1","476.6","1,852","59.9","99.7%","39.8%","-21.9%","-5.4%","-23.7%","-6.7%","15.6%"
"Talbot County","2011","38,140","0","6","23","56","227","664","31","1,007","5.1%","85","8.4%","4.9%","922","91.6%","5.1%","2,640.3","1.2%","222.9","1%","2,417.4","1.2%","0","15.7","60.3","146.8","595.2","1,741","81.3","-100%","-17.5%","23%","-0.2%","24.9%","-6%","35.7%"
"Talbot County","2012","38,392","0","13","18","58","242","610","18","959","-4.8%","89","9.3%","4.7%","870","90.7%","-5.6%","2,497.9","-5.4%","231.8","4%","2,266.1","-6.3%","0","33.9","46.9","151.1","630.3","1,588.9","46.9","0%","115.2%","-22.3%","2.9%","5.9%","-8.7%","-42.3%"
"Talbot County","2013","38,253","1","9","15","48","194","459","11","737","-23.1%","73","9.9%","-18%","664","90.1%","-23.7%","1,926.6","-22.9%","190.8","-17.7%","1,735.8","-23.4%","2.6","23.5","39.2","125.5","507.1","1,199.9","28.8","261.4%","-30.5%","-16.4%","-16.9%","-19.5%","-24.5%","-38.7%"
"Talbot County","2014","38,020","0","7","16","78","161","617","21","900","22.1%","101","11.2%","38.4%","799","88.8%","20.3%","2,367.2","22.9%","265.6","39.2%","2,101.5","21.1%","0","18.4","42.1","205.2","423.5","1,622.8","55.2","-100%","-21.7%","7.3%","63.5%","-16.5%","35.2%","92.1%"
"Talbot County","2015","37,473","0","10","25","52","148","524","14","773","-14.1%","87","11.3%","-13.9%","686","88.7%","-14.1%","2,062.8","-12.9%","232.2","-12.6%","1,830.7","-12.9%","0","26.7","66.7","138.8","395","1,398.3","37.4","0%","44.9%","58.5%","-32.4%","-6.7%","-13.8%","-32.4%"
"Talbot County","2016","37,221","0","18","16","49","150","544","14","791","2.3%","83","10.5%","-4.6%","708","89.5%","3.2%","2,125.1","3%","223","-4%","1,902.2","3.9%","0","48.4","43","131.6","403","1,461.5","37.6","0%","81.2%","-35.6%","-5.1%","2%","4.5%","0.7%"
"Talbot County","2017","37,156","0","8","11","35","155","507","14","730","-7.7%","54","7.4%","-34.9%","676","92.6%","-4.5%","1,964.7","-7.6%","145.3","-34.8%","1,819.4","-4.4%","0","21.5","29.6","94.2","417.2","1,364.5","37.7","0%","-55.5%","-31.1%","-28.4%","3.5%","-6.6%","0.2%"
"Talbot County","2018","36,698","1","14","18","33","106","466","10","648","-11.2%","66","10.2%","22.2%","582","89.8%","-13.9%","1,765.8","-10.1%","179.8","23.7%","1,585.9","-12.8%","2.7","38.1","49","89.9","288.8","1,269.8","27.2","0%","77.2%","65.7%","-4.5%","-30.8%","-6.9%","-27.7%"
"Talbot County","2019","36,673","1","13","11","52","73","382","9","541","-16.5%","77","14.2%","16.7%","464","85.8%","-20.3%","1,475.2","-16.5%","210","16.7%","1,265.2","-20.2%","2.7","35.4","30","141.8","199.1","1,041.6","24.5","0%","-7.1%","-38.8%","57.7%","-31.1%","-18%","-9.9%"
"Talbot County","2020","36,983","0","14","9","86","71","290","7","477","-11.8%","109","22.9%","41.6%","368","77.1%","-20.7%","1,289.8","-12.6%","294.7","40.4%","995.1","-21.4%","0","37.9","24.3","232.5","192","784.1","18.9","0%","6.8%","-18.9%","64%","-3.6%","-24.7%","-22.9%"
"Washington County","1975","105,782","5","15","85","139","1,037","2,056","95","3,432",,"244","7.1%",,"3,188","92.9%",,"3,244.4",,"230.7",,"3,013.7",,"4.7","14.2","80.4","131.4","980.3","1,943.6","89.8",,,,,,,
"Washington County","1976","108,494","3","7","73","203","1,109","2,314","89","3,798","10.7%","286","7.5%","17.2%","3,512","92.5%","10.2%","3,500.7","7.9%","263.6","14.3%","3,237","7.4%","2.8","6.5","67.3","187.1","1,022.2","2,132.8","82","-41.5%","-54.5%","-16.3%","42.4%","4.3%","9.7%","-8.7%"
"Washington County","1977","111,000","2","12","87","221","1,025","2,088","122","3,557","-6.3%","322","9.1%","12.6%","3,235","90.9%","-7.9%","3,204.5","-8.5%","290.1","10%","2,914.4","-10%","1.8","10.8","78.4","199.1","923.4","1,881.1","109.9","-34.8%","67.6%","16.5%","6.4%","-9.7%","-11.8%","34%"
"Washington County","1978","109,397","2","17","82","291","918","2,027","127","3,464","-2.6%","392","11.3%","21.7%","3,072","88.7%","-5%","3,166.4","-1.2%","358.3","23.5%","2,808.1","-3.6%","1.8","15.5","75","266","839.1","1,852.9","116.1","1.5%","43.7%","-4.4%","33.6%","-9.1%","-1.5%","5.6%"
"Washington County","1979","109,767","7","22","70","348","889","2,075","141","3,552","2.5%","447","12.6%","14%","3,105","87.4%","1.1%","3,235.9","2.2%","407.2","13.6%","2,828.7","0.7%","6.4","20","63.8","317","809.9","1,890.4","128.5","248.8%","29%","-14.9%","19.2%","-3.5%","2%","10.6%"
"Washington County","1980","112,764","2","9","78","223","1,123","2,321","154","3,910","10.1%","312","8%","-30.2%","3,598","92%","15.9%","3,467.4","7.2%","276.7","-32.1%","3,190.7","12.8%","1.8","8","69.2","197.8","995.9","2,058.3","136.6","-72.2%","-60.2%","8.5%","-37.6%","23%","8.9%","6.3%"
"Washington County","1981","114,614","4","17","52","225","1,049","2,396","133","3,876","-0.9%","298","7.7%","-4.5%","3,578","92.3%","-0.6%","3,381.8","-2.5%","260","-6%","3,121.8","-2.2%","3.5","14.8","45.4","196.3","915.2","2,090.5","116","96.8%","85.8%","-34.4%","-0.7%","-8.1%","1.6%","-15%"
"Washington County","1982","114,722","6","15","54","221","797","2,161","113","3,367","-13.1%","296","8.8%","-0.7%","3,071","91.2%","-14.2%","2,934.9","-13.2%","258","-0.8%","2,676.9","-14.3%","5.2","13.1","47.1","192.6","694.7","1,883.7","98.5","49.9%","-11.8%","3.7%","-1.9%","-24.1%","-9.9%","-15.1%"
"Washington County","1983","115,768","3","10","66","189","779","2,001","126","3,174","-5.7%","268","8.4%","-9.5%","2,906","91.6%","-5.4%","2,741.7","-6.6%","231.5","-10.3%","2,510.2","-6.2%","2.6","8.6","57","163.3","672.9","1,728.5","108.8","-50.5%","-33.9%","21.1%","-15.3%","-3.1%","-8.2%","10.5%"
"Washington County","1984","113,834","5","12","64","195","666","1,738","119","2,799","-11.8%","276","9.9%","3%","2,523","90.1%","-13.2%","2,458.8","-10.3%","242.5","4.7%","2,216.4","-11.7%","4.4","10.5","56.2","171.3","585.1","1,526.8","104.5","69.5%","22%","-1.4%","4.9%","-13.1%","-11.7%","-4%"
"Washington County","1985","113,100","0","15","85","166","765","1,728","155","2,914","4.1%","266","9.1%","-3.6%","2,648","90.9%","5%","2,576.5","4.8%","235.2","-3%","2,341.3","5.6%","0","13.3","75.2","146.8","676.4","1,527.9","137","-100%","25.8%","33.7%","-14.3%","15.6%","0.1%","31.1%"
"Washington County","1986","114,891","6","18","59","214","788","1,788","167","3,040","4.3%","297","9.8%","11.7%","2,743","90.2%","3.6%","2,646","2.7%","258.5","9.9%","2,387.5","2%","5.2","15.7","51.4","186.3","685.9","1,556.3","145.4","522.2%","18.1%","-31.7%","26.9%","1.4%","1.9%","6.1%"
"Washington County","1987","115,933","1","18","111","220","850","1,868","177","3,245","6.7%","350","10.8%","17.8%","2,895","89.2%","5.5%","2,799","5.8%","301.9","16.8%","2,497.1","4.6%","0.9","15.5","95.7","189.8","733.2","1,611.3","152.7","-83.5%","-0.9%","86.4%","1.9%","6.9%","3.5%","5%"
"Washington County","1988","118,591","4","18","54","187","689","1,791","181","2,924","-9.9%","263","9%","-24.9%","2,661","91%","-8.1%","2,465.6","-11.9%","221.8","-26.5%","2,243.8","-10.1%","3.4","15.2","45.5","157.7","581","1,510.2","152.6","291%","-2.2%","-52.4%","-16.9%","-20.8%","-6.3%","0%"
"Washington County","1989","119,640","10","12","53","292","786","1,737","188","3,078","5.3%","367","11.9%","39.5%","2,711","88.1%","1.9%","2,572.7","4.3%","306.8","38.3%","2,266","1%","8.4","10","44.3","244.1","657","1,451.9","157.1","147.8%","-33.9%","-2.7%","54.8%","13.1%","-3.9%","3%"
"Washington County","1990","121,393","3","20","62","262","657","2,015","161","3,180","3.3%","347","10.9%","-5.4%","2,833","89.1%","4.5%","2,619.6","1.8%","285.8","-6.8%","2,333.7","3%","2.5","16.5","51.1","215.8","541.2","1,659.9","132.6","-70.4%","64.3%","15.3%","-11.6%","-17.6%","14.3%","-15.6%"
"Washington County","1991","123,385","2","35","58","264","766","2,296","184","3,605","13.4%","359","10%","3.5%","3,246","90%","14.6%","2,921.7","11.5%","291","1.8%","2,630.8","12.7%","1.6","28.4","47","214","620.8","1,860.8","149.1","-34.4%","72.2%","-8%","-0.9%","14.7%","12.1%","12.4%"
"Washington County","1992","124,602","2","30","71","289","686","1,956","164","3,198","-11.3%","392","12.3%","9.2%","2,806","87.7%","-13.6%","2,566.6","-12.2%","314.6","8.1%","2,252","-14.4%","1.6","24.1","57","231.9","550.6","1,569.8","131.6","-1%","-15.1%","21.2%","8.4%","-11.3%","-15.6%","-11.7%"
"Washington County","1993","126,701","5","27","70","265","755","1,948","180","3,250","1.6%","367","11.3%","-6.4%","2,883","88.7%","2.7%","2,565.1","-0.1%","289.7","-7.9%","2,275.4","1%","3.9","21.3","55.2","209.2","595.9","1,537.5","142.1","145.9%","-11.5%","-3%","-9.8%","8.2%","-2.1%","7.9%"
"Washington County","1994","127,743","9","24","75","282","562","1,984","152","3,088","-5%","390","12.6%","6.3%","2,698","87.4%","-6.4%","2,417.4","-5.8%","305.3","5.4%","2,112.1","-7.2%","7","18.8","58.7","220.8","439.9","1,553.1","119","78.5%","-11.8%","6.3%","5.5%","-26.2%","1%","-16.2%"
"Washington County","1995","127,509","5","28","66","398","635","2,172","200","3,504","13.5%","497","14.2%","27.4%","3,007","85.8%","11.5%","2,748","13.7%","389.8","27.7%","2,358.3","11.7%","3.9","22","51.8","312.1","498","1,703.4","156.9","-44.3%","16.9%","-11.8%","41.4%","13.2%","9.7%","31.8%"
"Washington County","1996","128,265","1","23","88","318","698","2,251","222","3,601","2.8%","430","11.9%","-13.5%","3,171","88.1%","5.5%","2,807.5","2.2%","335.2","-14%","2,472.2","4.8%","0.8","17.9","68.6","247.9","544.2","1,755","173.1","-80.1%","-18.3%","32.5%","-20.6%","9.3%","3%","10.3%"
"Washington County","1997","128,820","6","31","119","366","709","2,048","319","3,598","-0.1%","522","14.5%","21.4%","3,076","85.5%","-3%","2,793","-0.5%","405.2","20.9%","2,387.8","-3.4%","4.7","24.1","92.4","284.1","550.4","1,589.8","247.6","497.4%","34.2%","34.6%","14.6%","1.1%","-9.4%","43.1%"
"Washington County","1998","129,186","3","26","117","356","660","1,947","256","3,365","-6.5%","502","14.9%","-3.8%","2,863","85.1%","-6.9%","2,604.8","-6.7%","388.6","-4.1%","2,216.2","-7.2%","2.3","20.1","90.6","275.6","510.9","1,507.1","198.2","-50.1%","-16.4%","-2%","-3%","-7.2%","-5.2%","-20%"
"Washington County","1999","128,265","4","22","107","280","667","1,960","258","3,298","-2%","413","12.5%","-17.7%","2,885","87.5%","0.8%","2,571.2","-1.3%","322","-17.1%","2,249.2","1.5%","3.1","17.2","83.4","218.3","520","1,528.1","201.1","34.3%","-14.8%","-7.9%","-20.8%","1.8%","1.4%","1.5%"
"Washington County","2000","131,923","6","21","68","344","670","2,184","307","3,600","9.2%","439","12.2%","6.3%","3,161","87.8%","9.6%","2,728.9","6.1%","332.8","3.3%","2,396.1","6.5%","4.5","15.9","51.5","260.8","507.9","1,655.5","232.7","45.8%","-7.2%","-38.2%","19.5%","-2.3%","8.3%","15.7%"
"Washington County","2001","133,882","3","28","89","399","714","2,156","268","3,657","1.6%","519","14.2%","18.2%","3,138","85.8%","-0.7%","2,731.5","0.1%","387.7","16.5%","2,343.9","-2.2%","2.2","20.9","66.5","298","533.3","1,610.4","200.2","-50.7%","31.4%","29%","14.3%","5%","-2.7%","-14%"
"Washington County","2002","135,950","6","29","111","327","759","2,115","253","3,600","-1.6%","473","13.1%","-8.9%","3,127","86.9%","-0.4%","2,648","-3.1%","347.9","-10.2%","2,300.1","-1.9%","4.4","21.3","81.6","240.5","558.3","1,555.7","186.1","97%","2%","22.8%","-19.3%","4.7%","-3.4%","-7%"
"Washington County","2003","135,495","1","23","107","360","683","2,091","273","3,538","-1.7%","491","13.9%","3.8%","3,047","86.1%","-2.6%","2,611.2","-1.4%","362.4","4.2%","2,248.8","-2.2%","0.7","17","79","265.7","504.1","1,543.2","201.5","-83.3%","-20.4%","-3.3%","10.5%","-9.7%","-0.8%","8.3%"
"Washington County","2004","138,016","5","17","88","426","699","2,138","270","3,643","3%","536","14.7%","9.2%","3,107","85.3%","2%","2,639.5","1.1%","388.4","7.2%","2,251.2","0.1%","3.6","12.3","63.8","308.7","506.5","1,549.1","195.6","390.9%","-27.4%","-19.3%","16.2%","0.5%","0.4%","-2.9%"
"Washington County","2005","140,687","4","18","111","388","702","2,306","261","3,790","4%","521","13.7%","-2.8%","3,269","86.3%","5.2%","2,693.9","2.1%","370.3","-4.6%","2,323.6","3.2%","2.8","12.8","78.9","275.8","499","1,639.1","185.5","-21.5%","3.9%","23.7%","-10.6%","-1.5%","5.8%","-5.2%"
"Washington County","2006","142,284","4","28","158","378","786","2,367","300","4,021","6.1%","568","14.1%","9%","3,453","85.9%","5.6%","2,826","4.9%","399.2","7.8%","2,426.8","4.4%","2.8","19.7","111","265.7","552.4","1,663.6","210.8","-1.1%","53.8%","40.7%","-3.7%","10.7%","1.5%","13.7%"
"Washington County","2007","144,219","7","38","137","324","679","2,338","240","3,763","-6.4%","506","13.4%","-10.9%","3,257","86.6%","-5.7%","2,609.2","-7.7%","350.9","-12.1%","2,258.4","-6.9%","4.9","26.3","95","224.7","470.8","1,621.1","166.4","72.7%","33.9%","-14.5%","-15.4%","-14.8%","-2.6%","-21.1%"
"Washington County","2008","145,781","3","15","116","308","701","2,234","246","3,623","-3.7%","442","12.2%","-12.6%","3,181","87.8%","-2.3%","2,485.2","-4.8%","303.2","-13.6%","2,182","-3.4%","2.1","10.3","79.6","211.3","480.9","1,532.4","168.7","-57.6%","-60.9%","-16.2%","-6%","2.1%","-5.5%","1.4%"
"Washington County","2009","147,664","2","25","96","272","625","2,057","182","3,259","-10%","395","12.1%","-10.6%","2,864","87.9%","-10%","2,207","-11.2%","267.5","-11.8%","1,939.5","-11.1%","1.4","16.9","65","184.2","423.3","1,393","123.3","-34.2%","64.5%","-18.3%","-12.8%","-12%","-9.1%","-27%"
"Washington County","2010","148,210","0","25","115","306","692","2,145","191","3,474","6.6%","446","12.8%","12.9%","3,028","87.2%","5.7%","2,344","6.2%","300.9","12.5%","2,043","5.3%","0","16.9","77.6","206.5","466.9","1,447.3","128.9","-100%","-0.4%","19.4%","12.1%","10.3%","3.9%","4.6%"
"Washington County","2011","148,828","2","9","97","342","862","2,213","153","3,678","5.9%","450","12.2%","0.9%","3,228","87.8%","6.6%","2,471.3","5.4%","302.4","0.5%","2,168.9","6.2%","1.3","6","65.2","229.8","579.2","1,487","102.8","134.4%","-64.1%","-16%","11.3%","24%","2.7%","-20.2%"
"Washington County","2012","149,634","3","21","104","259","809","2,038","214","3,448","-6.3%","387","11.2%","-14%","3,061","88.8%","-5.2%","2,304.3","-6.8%","258.6","-14.5%","2,045.7","-5.7%","2","14","69.5","173.1","540.7","1,362","143","49.2%","132.1%","6.6%","-24.7%","-6.7%","-8.4%","39.1%"
"Washington County","2013","149,938","6","18","121","243","785","2,153","166","3,492","1.3%","388","11.1%","0.3%","3,104","88.9%","1.4%","2,329","1.1%","258.8","0.1%","2,070.2","1.2%","4","12","80.7","162.1","523.5","1,435.9","110.7","99.6%","-14.5%","16.1%","-6.4%","-3.2%","5.4%","-22.6%"
"Washington County","2014","150,339","6","24","153","296","809","2,195","231","3,714","6.4%","479","12.9%","23.5%","3,235","87.1%","4.2%","2,470.4","6.1%","318.6","23.1%","2,151.8","3.9%","4","16","101.8","196.9","538.1","1,460","153.7","-0.3%","33%","26.1%","21.5%","2.8%","1.7%","38.8%"
"Washington County","2015","149,573","9","30","121","293","809","1,974","175","3,411","-8.2%","453","13.3%","-5.4%","2,958","86.7%","-8.6%","2,280.5","-7.7%","302.9","-4.9%","1,977.6","-8.1%","6","20.1","80.9","195.9","540.9","1,319.8","117","50.8%","25.6%","-20.5%","-0.5%","0.5%","-9.6%","-23.9%"
"Washington County","2016","149,090","3","27","147","273","834","2,121","227","3,632","6.5%","450","12.4%","-0.7%","3,182","87.6%","7.6%","2,436.1","6.8%","301.8","-0.3%","2,134.3","7.9%","2","18.1","98.6","183.1","559.4","1,422.6","152.3","-66.6%","-9.7%","21.9%","-6.5%","3.4%","7.8%","30.1%"
"Washington County","2017","150,632","9","35","168","360","616","1,774","230","3,192","-12.1%","572","17.9%","27.1%","2,620","82.1%","-17.7%","2,119.1","-13%","379.7","25.8%","1,739.3","-18.5%","6","23.2","111.5","239","408.9","1,177.7","152.7","196.9%","28.3%","13.1%","30.5%","-26.9%","-17.2%","0.3%"
"Washington County","2018","149,781","8","44","136","399","590","2,019","171","3,367","5.5%","587","17.4%","2.6%","2,780","82.6%","6.1%","2,247.9","6.1%","391.9","3.2%","1,856","6.7%","5.3","29.4","90.8","266.4","393.9","1,348","114.2","-10.6%","26.4%","-18.6%","11.5%","-3.7%","14.5%","-25.2%"
"Washington County","2019","150,576","3","43","118","333","531","1,596","151","2,775","-17.6%","497","17.9%","-15.3%","2,278","82.1%","-18.1%","1,842.9","-18%","330.1","-15.8%","1,512.9","-18.5%","2","28.6","78.4","221.2","352.6","1,059.9","100.3","-62.7%","-2.8%","-13.7%","-17%","-10.5%","-21.4%","-12.2%"
"Washington County","2020","150,927","8","49","84","336","362","1,277","133","2,249","-19%","477","21.2%","-4%","1,772","78.8%","-22.2%","1,490.1","-19.1%","316","-4.2%","1,174.1","-22.4%","5.3","32.5","55.7","222.6","239.9","846.1","88.1","166%","13.7%","-29%","0.7%","-32%","-20.2%","-12.1%"
"Wicomico County","1975","57,261","4","11","43","95","543","1,218","109","2,023",,"153","7.6%",,"1,870","92.4%",,"3,532.9",,"267.2",,"3,265.7",,"7","19.2","75.1","165.9","948.3","2,127.1","190.4",,,,,,,
"Wicomico County","1976","59,758","7","12","56","143","809","1,554","104","2,685","32.7%","218","8.1%","42.5%","2,467","91.9%","31.9%","4,493.1","27.2%","364.8","36.5%","4,128.3","26.4%","11.7","20.1","93.7","239.3","1,353.8","2,600.5","174","67.7%","4.5%","24.8%","44.2%","42.8%","22.3%","-8.6%"
"Wicomico County","1977","60,281","10","12","39","102","777","1,828","129","2,897","7.9%","163","5.6%","-25.2%","2,734","94.4%","10.8%","4,805.8","7%","270.4","-25.9%","4,535.4","9.9%","16.6","19.9","64.7","169.2","1,289","3,032.5","214","41.6%","-0.9%","-31%","-29.3%","-4.8%","16.6%","23%"
"Wicomico County","1978","60,743","4","15","34","136","939","1,759","139","3,026","4.5%","189","6.2%","16%","2,837","93.8%","3.8%","4,981.6","3.7%","311.1","15.1%","4,670.5","3%","6.6","24.7","56","223.9","1,545.9","2,895.8","228.8","-60.3%","24%","-13.5%","32.3%","19.9%","-4.5%","6.9%"
"Wicomico County","1979","60,692","4","19","42","145","1,037","1,982","127","3,356","10.9%","210","6.3%","11.1%","3,146","93.7%","10.9%","5,529.6","11%","346","11.2%","5,183.5","11%","6.6","31.3","69.2","238.9","1,708.6","3,265.7","209.3","0.1%","26.8%","23.6%","6.7%","10.5%","12.8%","-8.6%"
"Wicomico County","1980","64,974","13","15","64","156","1,082","2,356","156","3,842","14.5%","248","6.5%","18.1%","3,594","93.5%","14.2%","5,913.1","6.9%","381.7","10.3%","5,531.4","6.7%","20","23.1","98.5","240.1","1,665.3","3,626.1","240.1","203.6%","-26.3%","42.3%","0.5%","-2.5%","11%","14.7%"
"Wicomico County","1981","66,040","7","18","54","186","1,067","2,195","131","3,658","-4.8%","265","7.2%","6.9%","3,393","92.8%","-5.6%","5,539.1","-6.3%","401.3","5.1%","5,137.8","-7.1%","10.6","27.3","81.8","281.6","1,615.7","3,323.7","198.4","-47%","18.1%","-17%","17.3%","-3%","-8.3%","-17.4%"
"Wicomico County","1982","66,102","3","18","57","235","990","2,156","131","3,590","-1.9%","313","8.7%","18.1%","3,277","91.3%","-3.4%","5,431","-2%","473.5","18%","4,957.5","-3.5%","4.5","27.2","86.2","355.5","1,497.7","3,261.6","198.2","-57.2%","-0.1%","5.5%","26.2%","-7.3%","-1.9%","-0.1%"
"Wicomico County","1983","66,705","2","22","46","217","746","1,809","106","2,948","-17.9%","287","9.7%","-8.3%","2,661","90.3%","-18.8%","4,419.5","-18.6%","430.3","-9.1%","3,989.2","-19.5%","3","33","69","325.3","1,118.4","2,711.9","158.9","-33.9%","21.1%","-20%","-8.5%","-25.3%","-16.9%","-19.8%"
"Wicomico County","1984","66,574","4","16","44","187","800","1,634","110","2,795","-5.2%","251","9%","-12.5%","2,544","91%","-4.4%","4,198.3","-5%","377","-12.4%","3,821.3","-4.2%","6","24","66.1","280.9","1,201.7","2,454.4","165.2","100.4%","-27.1%","-4.2%","-13.7%","7.4%","-9.5%","4%"
"Wicomico County","1985","66,648","5","19","71","298","906","1,818","133","3,250","16.3%","393","12.1%","56.6%","2,857","87.9%","12.3%","4,876.4","16.1%","589.7","56.4%","4,286.7","12.2%","7.5","28.5","106.5","447.1","1,359.4","2,727.8","199.6","24.9%","18.6%","61.2%","59.2%","13.1%","11.1%","20.8%"
"Wicomico County","1986","67,740","10","29","89","435","972","2,055","130","3,720","14.5%","563","15.1%","43.3%","3,157","84.9%","10.5%","5,491.6","12.6%","831.1","40.9%","4,660.5","8.7%","14.8","42.8","131.4","642.2","1,434.9","3,033.7","191.9","96.8%","50.2%","23.3%","43.6%","5.6%","11.2%","-3.8%"
"Wicomico County","1987","70,413","3","39","108","416","1,080","2,321","140","4,107","10.4%","566","13.8%","0.5%","3,541","86.2%","12.2%","5,832.7","6.2%","803.8","-3.3%","5,028.9","7.9%","4.3","55.4","153.4","590.8","1,533.8","3,296.3","198.8","-71.1%","29.4%","16.7%","-8%","6.9%","8.7%","3.6%"
